0,0022762440072398443 -0,00010479711444695561
0,003479681144657125 0,0006398467353976034
0,004433101740726912 0,0014342292319517447
0,005259851686465096 0,0024968783746152426
0,005827779528675692 0,0034701382815425993
0,006398861048352467 0,004493226292435759
0,007372390976030201 0,005605336228395506
0,00794786497066153 0,006697825343570496
0,008524915804025944 0,00781522851072837
0,009100082675819056 0,008902865085059601
0,009928081725181108 0,009985250064980175
0,010032825041600704 0,011072778734072641
0,010500558695606003 0,012165217658367672
0,010888737228379207 0,013163607015510129
0,011491005114110546 0,014112023879728236
0,011992792301069428 0,015214418737049054
0,012460717649195235 0,01632674036103217
0,013285583633362123 0,017359622910869038
0,014439200911721982 0,01845194444828062
0,01576157085292959 0,019345389519360986
0,020468424165084508 0,020039514548037825
0,024033573060916052 0,01923403564150233
0,02553572219935405 0,018428666186125903
0,026951624442773013 0,017485314890572534
0,02856525195718663 0,01656489928122943
0,03029824513308208 0,015406865617680607
0,03256928866434337 0,014154521950934848
0,03467080038891233 0,015448294839573641
0,035493254737369785 0,016409365680032817
0,03581243575412777 0,017452425744808955
0,03612437774130322 0,018381109142181183
0,03669168103170189 0,01934450113048001
0,037259635669864795 0,02035189227862267
0,03783069039358925 0,021340849048300546
0,038334569726056734 0,022448209917017074
0,03890720644158207 0,023540813842541652
0,03959281283089137 0,024643057714977233
0,040173012188654246 0,025810207567630434
0,04128862559231936 0,026852629682618433
0,04208185277108279 0,027969888770001887
0,04309646192429154 0,029146780806430374
0,0448041195272617 0,030442377674931704
0,04826090559188242 0,03138544019256807
0,05225000458623028 0,031199721157197626
0,054563486722296405 0,03037071643513245
0,056564086951628546 0,02944087421588344
0,05804267111122196 0,02826317809476243
0,060251152277480756 0,02719463370517181
0,06142760176845039 0,02620575663627525
0,06278968434162038 0,025052503988989637
0,06563225770945313 0,02663932050411842
0,06626030948500447 0,02788838125445869
0,0670120926010398 0,028901385948491173
0,0675837986725285 0,029934341878012867
0,06790014344079401 0,03093258921660796
0,06851215886949114 0,032035017259685133
0,068832689990001 0,03312749885138119
0,0695035266565103 0,03399638110357686
0,07014949255680589 0,035079046822628725
0,07060987381373804 0,03607217180575242
0,07176097227257916 0,037124695994767774
0,07569565487143198 0,038176576187728864
0,08064243914072389 0,03780018711819632
0,08243711659887634 0,03672912466487023
0,08464796817630249 0,03566057958820393
0,08579593769240265 0,03439400356056369
0,08670677127531626 0,033380679788575805
0,08816694867688801 0,03245148273340974
0,08886544494988022 0,031487723846686744
0,08982212331538483 0,030603242021659784
0,0917020613713879 0,03225008353122833
0,09263476148201405 0,03336876775103015
0,09371726436412478 0,03441613351309982
0,09486609753438074 0,035489045917750026
0,09543921400051406 0,03654428608265643
0,09594170612714184 0,03764658303168992
0,09698523068944542 0,03870168684642353
0,09821224826491057 0,03981890161742429
0,10055355490562773 0,040811546540755916
0,10578785974338958 0,04127198994368521
0,11003982393822587 0,04048111410973849
0,11156333151189568 0,03941770231304721
0,11335478418024697 0,03858782301232262
0,11513240395351615 0,0375393839693009
0,11704831557551834 0,036406293214914454
0,1178836536239771 0,035363061346859376
0,12003081946763039 0,03413659628331896
0,12254857333196725 0,033096882620743076
0,12474525809552098 0,03465094383245466
0,12575560978415035 0,0357680585652334
0,12621780285970516 0,03680104623765247
0,12689902192712782 0,037833970424276796
0,12728623786684432 0,038817150811123774
0,1280712129229044 0,03981526231485284
0,13035161854766347 0,04099173860177483
0,1348242360731645 0,04197370224626345
0,13912045429857572 0,041314624365064744
0,14136904642893422 0,04030305418203396
0,14282702243996107 0,03933907515625647
0,14359671761951348 0,03836542753251121
0,14429521389250577 0,037401668645788214
0,14488035504224592 0,036358509298573344
0,14567201053534395 0,03516629155768787
0,1473295092073984 0,03393904023906936
0,14956537171448117 0,03272634200828242
0,15218058245743207 0,03404667174690439
0,15303613186824042 0,035025026594982675
0,15382812849442415 0,03607789913137828
0,15511792383312395 0,03704093514575658
0,1560088686357294 0,037994267521306385
0,1571596702778678 0,03904210200641906
0,15809600742371555 0,04012461842392116
0,1592811552930559 0,04115707086436939
0,16300173411036095 0,04167255325643993
0,1673560248328397 0,04077746277647152
0,16901403468921547 0,03956016082930586
0,16978006294575307 0,038556665709570205
0,17173744233459523 0,037483260053274466
0,17279526099154505 0,036485184346189393
0,17375867441660525 0,035205243802972214
0,17498985154836225 0,03411851664203845
0,17560853092428091 0,03297230246693843
0,1781646462862149 0,03108926226414666
0,18052168008972114 0,03233039635954313
0,18163413672407924 0,03336788533970774
0,1825663143136351 0,034365954176035794
0,18354143138618137 0,0355031410009195
0,18412099073292904 0,036660178679532564
0,1848460809579923 0,0378469413141848
0,18560162684410259 0,03891939777540003
0,18677052812142417 0,03971388065371404
0,19211893939971714 0,04021877885073809
0,19748467426118926 0,03932323235862712
0,1993027322183608 0,03832944695833991
0,2003717423078612 0,03753441311402151
0,2015809611872999 0,036640071409151716
0,20336392056937702 0,035675998185295654
0,20420395512378817 0,034667645268587156
0,2048631231836724 0,03368924218779468
0,20612970807458916 0,03256645200360549
0,20714060392717348 0,03140377501376383
0,20851952775638116 0,030325602975917233
0,20931270701161445 0,029155588017592153
0,21135049126256117 0,030543590418509476
0,21284114802929155 0,0318094504789158
0,21400835910038976 0,03310531798653564
0,2148839116896105 0,0343716331658861
0,2158234138496734 0,03551352010386935
0,21705199795773605 0,036655486089911954
0,21892017671312164 0,03763338458230984
0,22352703165364624 0,03842169264259414
0,2266554982511519 0,03758180196183472
0,228327367798562 0,036592846428893114
0,23017994924846624 0,035593970416031885
0,23138256395626983 0,03459528279932778
0,23215132230810437 0,033606833297639735
0,23338302814461304 0,032528459671782556
0,23407084519998944 0,031395969146728236
0,2356791681464558 0,0299703930492124
0,23650390118147474 0,028703422193520796
0,23777173517601535 0,027600367846588644
0,23869477328460043 0,026184369962232112
0,24135915666129842 0,02831908049758293
0,24253108897307413 0,029719506154721062
0,24346798161962574 0,03079207289158625
0,24437694257771714 0,03201882456875521
0,24553780403872727 0,033225604192041215
0,24738944969152704 0,034481605506279614
0,25158718609314795 0,03568224514627394
0,25475516641420065 0,034916109499804074
0,25715962080841714 0,03404132038910196
0,25883047210963905 0,03304751252143933
0,2606520238467487 0,03214263670934162
0,261749276354695 0,03118147352590828
0,2624766962816906 0,03012601923385974
0,263056492669555 0,028998412649008674
0,2637351764276419 0,027721616026782723
0,26422687184670895 0,02635557218736797
0,2655671641575693 0,025262527777611687
0,2664673185228669 0,02383328135605654
0,2671682305540227 0,022559376841577442
0,2689229696758453 0,02463256957311366
0,2702834785021228 0,02610613711818605
0,27113035839173993 0,027486839374137303
0,2719794396719021 0,028902323600699994
0,2728820932750611 0,03002941906993724
0,27440440739823885 0,03124490356445941
0,2758727596264974 0,032439250793417834
0,27800165269189053 0,03325553650752687
0,28203004898093964 0,033724422593604954
0,2849925146537788 0,03289093078626125
0,2862641268775975 0,031847572461923455
0,2877939263469964 0,030883572617752226
0,28909669814091726 0,02975575647481245
0,29003388657355805 0,02856333371053786
0,29096648259221575 0,02733580398884537
0,29258519721511733 0,026065053083125143
0,29422334714836446 0,024524601054647467
0,2958567974838188 0,022909895381044282
0,2974039895875058 0,021160774064980955
0,29967641104908427 0,01930660619163748
0,3008204384683521 0,020871003461006295
0,30155748381060704 0,022257892902349977
0,30220808541065536 0,023335150992099516
0,30318036623470934 0,0244275250908022
0,30339443291416907 0,02549517188469741
0,3043431070195297 0,026798829490965542
0,30491811260030205 0,027883917667169134
0,3062546431717009 0,02900110069527253
0,3073698350544236 0,03005371671195525
0,3088043378112118 0,03101661307819738
0,3120412249542871 0,03188976701743941
0,31641443980279005 0,03131240432041445
0,3175537088792922 0,030447687189823963
0,3183920738397507 0,029424190643719157
0,3189065066549808 0,028406161708625335
0,3190938845659231 0,027377968656568424
0,3195238111924219 0,026170809355250194
0,3205734333798002 0,02504322942893633
0,32121359331865595 0,023734535489074577
0,32192923693991066 0,0225023788621985
0,3226534094036066 0,021573517271743305
0,32410192438223473 0,020460053934068356
0,32503531397332647 0,019207609473317306
0,32623507182036654 0,018163783456550047
0,3275878263102859 0,019537304397277598
0,32828566711305973 0,020563189081102898
0,3291464912040211 0,021557468145280846
0,3299790187693279 0,02287994300294815
0,331063648837808 0,0240170980849345
0,33188411204088475 0,024980416693548495
0,3326624829253101 0,02587418228544326
0,3337508603046618 0,027070544879200714
0,3345801290699187 0,028172991370260463
0,3353795718790086 0,029399693371856286
0,33851784167261156 0,030416940380448922
0,3424120149752272 0,030838136988740945
0,34614402741926725 0,029803933604577067
0,3477007320860299 0,028725710036052923
0,3486567910527903 0,027831441710867964
0,349679021593209 0,026847852788809363
0,3503753164756561 0,025849311931474925
0,35080964588324504 0,024711716571379567
0,35147546449237427 0,023231650595622502
0,35192938071050106 0,021875436954380295
0,352474546421823 0,02074748215956415
0,353153675404964 0,01947772009319223
0,35393667374423365 0,018174936550276747
0,35526421118178597 0,017419690984955334
0,35624275813623024 0,018611069943825363
0,35681226281717393 0,019609243902735635
0,35793972106238114 0,020855668446673692
0,35844881736064416 0,02206231130754147
0,3592210375433965 0,023398221655705417
0,35980201243785653 0,024577624988173716
0,3602022805828903 0,025767030219032188
0,3605296323038809 0,02693918741068448
0,3617295014571844 0,028185509545989338
0,3635784386575724 0,029436170495636477
0,36872073031749714 0,03014505287975068
0,37202170719485744 0,02916565608137229
0,3736179905138206 0,02811726959964168
0,3750696746291181 0,027053878621344122
0,3760137187031005 0,02598101094532205
0,37717402054095256 0,02489804964630376
0,3783030288289407 0,02389930194482962
0,37899158174239267 0,02280652786500778
0,37942811254052655 0,021703714475523862
0,38012220603242863 0,020670391647577988
0,3805609382211076 0,01960236022870551
0,3820211156226792 0,018673163173539443
0,3834589616898269 0,01739113103447419
0,3855125416393642 0,019028705473114357
0,3863865225429196 0,02027018801895245
0,38780860846764453 0,021576224281296394
0,38915740540152793 0,0228872158366551
0,3900258663389042 0,024069572804499402
0,3905837395153108 0,024883968991723963
0,39104122268693753 0,02584254018207645
0,3921189311548088 0,02687033397444368
0,3929800912257895 0,02793733725323757
0,39400705846608836 0,02870274549266321
0,39536134032529074 0,029561073025359885
0,3995182623690633 0,03003819412595622
0,4030347673358991 0,029127062489603697
0,4043003999398947 0,027989226172060115
0,40523444500120476 0,026747138140760778
0,40625227276053344 0,0256939852774793
0,4067949505707434 0,02455668419190659
0,4071105800932045 0,02325524113368316
0,40760918680674485 0,02199839574694644
0,40805137979572814 0,02098504497288352
0,4091725348084574 0,019862215522318025
0,4099429472950413 0,01874821595641246
0,4125461287166243 0,01719308915899653
0,4137227348608537 0,018468859496248467
0,4148772858750898 0,019643349790857155
0,41563249062811564 0,020834011854941565
0,4163592339573149 0,022035657579884405
0,41727290997240224 0,02333690715759053
0,41778127041258956 0,024503833573225834
0,4180770915425988 0,025660953494800263
0,41914958304467576 0,026718678778162325
0,4200478029483381 0,02777572179535351
