0,0016279638493532957 -0,00011196056753853822
0,002300374747765923 0,000989766503315087
0,0025506162905989914 0,0020507544055829025
0,003047069966643331 0,003671318332863452
0,0035339823048096373 0,005145422723716195
0,004013139930118887 0,0065004922722132485
0,004478811281924577 0,008062466936349919
0,004518514060168715 0,009499743410236364
0,005008049315919017 0,011014109586003518
0,005113612245350497 0,012634500552776734
0,005603983793663819 0,01416170381938616
0,005927308014364804 0,015608247090662782
0,0062490821372343346 0,017030996360226702
0,006334726098346729 0,018345631163301977
0,0068138837236559925 0,019700700711799017
0,006889150054327334 0,020856038887604192
0,007361389259342554 0,022104910684587836
0,007827546336626762 0,02326042182090035
0,008300621834205001 0,024522130708726282
0,008783238669661266 0,025930299132980027
0,009262396294970523 0,02728536868147708
0,009742390212842792 0,0286532753208164
0,010436924850876998 0,02979789849815795
0,0108968794249855 0,03085820121072355
0,011356118081975678 0,03190751459552267
0,011821438866696867 0,03305018864099291
0,012753838551186492 0,0341207655561504
0,01361154210447955 0,035286515099198876
0,014447587581055448 0,03653373257855818
0,014776168196173962 0,03764704209022457
0,015647052860659084 0,03901512169007125
0,01613396519882539 0,04048922608092398
0,017007472780894515 0,04189756746568508
0,017465514018987636 0,04313729167920578
0,018314211588353984 0,044164799368979255
0,018776909455491177 0,045267211629535065
0,01993905834724514 0,04634795535971667
0,020713775702533268 0,04748162500514763
0,021580364864308362 0,04878376863839533
0,02244433110849946 0,050045650486728606
0,02376230918116187 0,051243646869129716
0,02462007292217727 0,05241032029371609
0,025874093620418207 0,05365953801171443
0,026652986102971687 0,05485729586066859
0,027872765266826954 0,055994825439766346
0,029374377136268174 0,05711416470528606
0,03179498794661666 0,05827054064413534
0,033726513325244956 0,059161213447837833
0,036906952949040006 0,06018975288188318
0,03946061030350452 0,06111366799818803
0,04209671639017272 0,06206141291206151
0,04500010242472047 0,06276758268156366
0,048669696115357694 0,06364895938595852
0,05207559577925677 0,06441303571032599
0,057569651449732154 0,0649555814609144
0,06417504279135873 0,06579888800543167
0,07075097171493827 0,06618994643292711
0,077340260201027 0,06678607414493837
0,0839243007400978 0,0673016458702247
0,09050643216685303 0,06778791272146706
0,09707639722629634 0,06808742583447108
0,10365399662315199 0,06850412602675501
0,10967598731622945 0,06877135349516439
0,11680012924521425 0,06919836067650999
0,12337283759768626 0,06953998333750423
0,12993862752986418 0,06977540824698505
0,1365031060032501 0,06999070226400868
0,14306686855951772 0,0701950069532658
0,14963039247674587 0,07039564853326744
0,15619069582286646 0,07054685434676786
0,16275147644706592 0,07070538637877928
0,16931106387606817 0,0708456028645132
0,17587184450026766 0,07100413489652463
0,1824381117105245 0,07124688602451645
0,18899793777856616 0,07139076561950589
0,1955554978316581 0,0714998618850161
0,20211949902696513 0,07170782968352872
0,20867634316293868 0,07180593662127244
0,2152334259379517 0,07190770666827166
0,2217905087129647 0,07200947671527087
0,22835081205908528 0,07216068252877131
0,23490562881914853 0,07222766924629132
0,24146223431608263 0,07232211307477954
0,24802206038412436 0,07246599266976896
0,25457592258802986 0,07251832695026697
0,2611334826411217 0,0726274232157772
0,26768615164982995 0,07266144194999771
0,2742340499895991 0,07262223091600432
0,2807886281106229 0,07268555452426884
0,2873378379091841 0,07266647438273266
0,293891938752129 0,07272247177248617
0,30044699415123166 0,07279312159926168
0,30699668122787177 0,0727813676762365
0,3135475614997091 0,07278792929948881
0,320098203132507 0,07279082781348563
0,3266483674872259 0,07278640010897144
0,3332029456082497 0,07284972371723596
0,33975728509023406 0,07290938421624496
0,3463097154599028 0,07293973984121
0,3528605957317401 0,07294630146446231
0,3594109987254986 0,07294553686920362
0,36595913570430716 0,07290998894446572
0,37250679540503695 0,07286711480121683
