Force produced by a submaximally-activated cat soleus muscle in vivo while
applying length changes of maximum amplitude 1.0 mm and a random stimulation
signal with a mean frequency of 30 Hz. Experimental data was provided by T.G.
Sandercock [1]. Please refer to Millard et al. [2] for details.

References:
    1. Perreault, E.J., Heckman, C.J., and Sandercock, T.G., 2003. "Hill
       muscle model errors during movement are greatest within the
       physiologically relevant range of motor unit firing rates". Journal
       of Biomechanics, 36(2), pp. 211--218.
       http://dx.doi.org/10.1016/S0021-9290(02)00332-9.
    2. Millard, M., Uchida, T., Seth, A., and Delp, S.L., 2013. "Flexing
       computational muscle: Modeling and simulation of musculotendon
       dynamics". ASME Journal of Biomechanical Engineering, 135(2),
       p. 021013 (11 pages). http://dx.doi.org/10.1115/1.4023390.

endheader
time_s	force_N
0.025000000000000	0.022729000000000
0.026000000000000	0.008374000000000
0.027000000000000	0.000000000000000
0.028000000000000	0.000000000000000
0.029000000000000	0.019141000000000
0.030000000000000	0.000000000000000
0.031000000000000	0.004785000000000
0.032000000000000	0.000000000000000
0.033000000000000	0.002393000000000
0.034000000000000	0.001196000000000
0.035000000000000	0.003589000000000
0.036000000000000	0.035889000000000
0.037000000000000	0.017944000000000
0.038000000000000	0.008374000000000
0.039000000000000	0.028711000000000
0.040000000000000	0.000000000000000
0.041000000000000	0.000000000000000
0.042000000000000	0.000000000000000
0.043000000000000	0.000000000000000
0.044000000000000	0.000000000000000
0.045000000000000	0.000000000000000
0.046000000000000	0.000000000000000
0.047000000000000	0.000000000000000
0.048000000000000	0.000000000000000
0.049000000000000	0.004785000000000
0.050000000000000	0.013159000000000
0.051000000000000	0.003589000000000
0.052000000000000	0.000000000000000
0.053000000000000	0.016748000000000
0.054000000000000	0.014355000000000
0.055000000000000	0.000000000000000
0.056000000000000	0.000000000000000
0.057000000000000	0.045459000000000
0.058000000000000	0.019141000000000
0.059000000000000	0.005981000000000
0.060000000000000	0.000000000000000
0.061000000000000	0.000000000000000
0.062000000000000	0.000000000000000
0.063000000000000	0.004785000000000
0.064000000000000	0.000000000000000
0.065000000000000	0.000000000000000
0.066000000000000	0.001196000000000
0.067000000000000	0.003589000000000
0.068000000000000	0.010767000000000
0.069000000000000	0.011963000000000
0.070000000000000	0.004785000000000
0.071000000000000	0.020337000000000
0.072000000000000	0.000000000000000
0.073000000000000	0.000000000000000
0.074000000000000	0.000000000000000
0.075000000000000	0.000000000000000
0.076000000000000	0.000000000000000
0.077000000000000	0.000000000000000
0.078000000000000	0.000000000000000
0.079000000000000	0.000000000000000
0.080000000000000	0.000000000000000
0.081000000000000	0.000000000000000
0.082000000000000	0.000000000000000
0.083000000000000	0.000000000000000
0.084000000000000	0.029907000000000
0.085000000000000	0.045459000000000
0.086000000000000	0.000000000000000
0.087000000000000	0.035889000000000
0.088000000000000	0.009570000000000
0.089000000000000	0.002393000000000
0.090000000000000	0.011963000000000
0.091000000000000	0.023926000000000
0.092000000000000	0.000000000000000
0.093000000000000	0.000000000000000
0.094000000000000	0.000000000000000
0.095000000000000	0.003589000000000
0.096000000000000	0.000000000000000
0.097000000000000	0.000000000000000
0.098000000000000	0.000000000000000
0.099000000000000	0.000000000000000
0.100000000000000	0.002393000000000
0.101000000000000	0.000000000000000
0.102000000000000	0.010767000000000
0.103000000000000	0.027515000000000
0.104000000000000	0.000000000000000
0.105000000000000	0.008374000000000
0.106000000000000	0.000000000000000
0.107000000000000	0.000000000000000
0.108000000000000	0.008374000000000
0.109000000000000	0.052637000000000
0.110000000000000	0.064600000000000
0.111000000000000	0.026318000000000
0.112000000000000	0.118433000000000
0.113000000000000	0.128003000000000
0.114000000000000	0.186621000000000
0.115000000000000	0.236865000000000
0.116000000000000	0.293091000000000
0.117000000000000	0.381616000000000
0.118000000000000	0.382812000000000
0.119000000000000	0.458179000000000
0.120000000000000	0.512012000000000
0.121000000000000	0.539526000000000
0.122000000000000	0.613696000000000
0.123000000000000	0.671118000000000
0.124000000000000	0.698633000000000
0.125000000000000	0.728540000000000
0.126000000000000	0.800317000000000
0.127000000000000	0.823047000000000
0.128000000000000	0.870898000000000
0.129000000000000	0.937891000000000
0.130000000000000	0.984546000000000
0.131000000000000	1.025220000000000
0.132000000000000	1.081445000000000
0.133000000000000	1.130493000000000
0.134000000000000	1.202271000000000
0.135000000000000	1.271655000000000
0.136000000000000	1.312329000000000
0.137000000000000	1.339844000000000
0.138000000000000	1.374536000000000
0.139000000000000	1.461865000000000
0.140000000000000	1.485791000000000
0.141000000000000	1.534839000000000
0.142000000000000	1.570728000000000
0.143000000000000	1.616187000000000
0.144000000000000	1.635327000000000
0.145000000000000	1.689160000000000
0.146000000000000	1.721460000000000
0.147000000000000	1.798022000000000
0.148000000000000	1.821948000000000
0.149000000000000	1.812378000000000
0.150000000000000	1.921240000000000
0.151000000000000	1.932007000000000
0.152000000000000	1.973877000000000
0.153000000000000	2.015747000000000
0.154000000000000	2.079150000000000
0.155000000000000	2.140161000000000
0.156000000000000	2.253809000000000
0.157000000000000	2.345923000000000
0.158000000000000	2.411719000000000
0.159000000000000	2.522974000000000
0.160000000000000	2.617480000000000
0.161000000000000	2.721558000000000
