Force (and its time derivative) produced by a submaximally-activated cat soleus
muscle in vivo when held at a fixed length and excited using a constant
stimulation signal with a mean frequency of 10 Hz. Experimental data provided by
T.G. Sandercock [1] was filtered using a Butterworth low-pass filter of cut-off
frequency 120 Hz. Please refer to Millard et al. [2] for details.

References:
    1. Perreault, E.J., Heckman, C.J., and Sandercock, T.G., 2003. "Hill
       muscle model errors during movement are greatest within the
       physiologically relevant range of motor unit firing rates". Journal
       of Biomechanics, 36(2), pp. 211--218.
       http://dx.doi.org/10.1016/S0021-9290(02)00332-9.
    2. Millard, M., Uchida, T., Seth, A., and Delp, S.L., 2013. "Flexing
       computational muscle: Modeling and simulation of musculotendon
       dynamics". ASME Journal of Biomechanical Engineering, 135(2),
       p. 021013 (11 pages). http://dx.doi.org/10.1115/1.4023390.

endheader
time_s	force_N	forcedot
0.065000000000000	0.000000000000000	0.000000000000000
0.066000000000000	0.000000000000000	0.000000000000000
0.067000000000000	0.000000000000000	0.000000000000000
0.068000000000000	0.000000000000000	0.000000000000000
0.069000000000000	0.000000000000000	0.000000000000000
0.070000000000000	0.000000000000000	0.000000000000000
0.071000000000000	0.000000000000000	0.000000000000000
0.072000000000000	0.000000000000000	0.000000000000000
0.073000000000000	0.000000000000000	0.000000000000000
0.074000000000000	0.000000000000000	0.000000000000000
0.075000000000000	0.000000000000000	0.000000000000000
0.076000000000000	0.000000000000000	0.000000000000000
0.077000000000000	0.000000000000000	0.000000000000000
0.078000000000000	0.000000000000000	0.000000000000000
0.079000000000000	0.000000000000000	0.000000000000000
0.080000000000000	0.000000000000000	0.000000000000000
0.081000000000000	0.000000000000000	0.000000000000000
0.082000000000000	0.000000000000000	0.000000000000000
0.083000000000000	0.000000000000000	0.000000000000000
0.084000000000000	0.000000000000000	0.000000000000000
0.085000000000000	0.000000000000000	0.000000000000000
0.086000000000000	0.000000000000000	0.000000000000000
0.087000000000000	0.000000000000000	0.000000000000000
0.088000000000000	0.000000000000000	0.000000000000000
0.089000000000000	0.000000000000000	0.000000000000000
0.090000000000000	0.000000000000000	0.000000000000000
0.091000000000000	0.000000000000000	0.000000000000000
0.092000000000000	0.000000000000000	0.000000000000000
0.093000000000000	0.000000000000000	0.000000000000000
0.094000000000000	0.000000000000000	0.000000000000000
0.095000000000000	0.000000000000000	0.000000000000000
0.096000000000000	0.000000000000000	0.000000000000000
0.097000000000000	0.000000000000000	0.000000000000000
0.098000000000000	0.000000000000000	0.000000000000000
0.099000000000000	0.000000000000000	0.000000000000000
0.100000000000000	0.000000000000000	0.000000000000000
0.101000000000000	0.000000000000000	0.000000000000000
0.102000000000000	0.000000000000000	0.000000000000000
0.103000000000000	0.000000000000000	0.000000000000000
0.104000000000000	0.005190831279000	-0.151791416590000
0.105000000000000	0.004326501235000	0.886956370694000
0.106000000000000	0.005392961473000	2.909693974547000
0.107000000000000	0.009475217428000	5.741860402411000
0.108000000000000	0.017047263853000	9.076778979971000
0.109000000000000	0.028351726473000	12.619097140633000
0.110000000000000	0.043546290405000	16.207639800591998
0.111000000000000	0.062294871497000	19.896056626619998
0.112000000000000	0.084083909096000	23.944137404751000
0.113000000000000	0.109045166067000	28.665376189166000
0.114000000000000	0.138492186280000	34.166504054779999
0.115000000000000	0.174557861112000	40.145697107455000
0.116000000000000	0.218154266523000	45.922342126521002
0.117000000000000	0.267840320165000	50.689068007880998
0.118000000000000	0.321444231979000	53.794413825947998
0.119000000000000	0.377182105621000	54.900587819184999
0.120000000000000	0.433169997689000	54.031007090604000
0.121000000000000	0.487341306446000	51.580217494415002
0.122000000000000	0.537676239833000	48.268894014703001
0.123000000000000	0.583004713768000	44.962065690050999
0.124000000000000	0.624458529837000	42.360986611554999
0.125000000000000	0.664730461296000	40.754888722650001
0.126000000000000	0.705421951276000	40.038649545063002
0.127000000000000	0.746316218573000	39.972287827483001
0.128000000000000	0.786761569364000	40.428422058133997
0.129000000000000	0.826888160677000	41.415837639198998
0.130000000000000	0.867957594494000	42.914066742491997
0.131000000000000	0.911498791143000	44.729042857434997
0.132000000000000	0.957715155797000	46.519854577692001
0.133000000000000	1.005521576506000	47.942511653125997
0.134000000000000	1.054126099312000	48.753550747117998
0.135000000000000	1.103227913876000	48.812902816912001
0.136000000000000	1.151982805943000	48.044457722552998
0.137000000000000	1.199316596743000	46.405312506148000
0.138000000000000	1.244788787054000	43.877012987366001
0.139000000000000	1.287957612642000	40.511260736791002
0.140000000000000	1.327771139812000	36.545762574130997
0.141000000000000	1.363045440901000	32.508631213793002
0.142000000000000	1.393136697923000	29.170382268888002
0.143000000000000	1.419017790347000	27.281850499398001
0.144000000000000	1.443537438797000	27.212020802245000
0.145000000000000	1.469836343011000	28.720586283650999
0.146000000000000	1.499914113779000	31.038191857230998
0.147000000000000	1.533765264406000	33.216865913772999
0.148000000000000	1.569372196857000	34.522978945868999
0.149000000000000	1.604907134922000	34.639112925550002
0.150000000000000	1.639649999320000	33.625472444518003
0.151000000000000	1.672368638455000	31.751531877240001
0.152000000000000	1.701937601115000	29.292717823764999
0.153000000000000	1.728942796002000	26.354295466455000
0.154000000000000	1.754293017165000	22.848838018845999
0.155000000000000	1.777089145107000	18.709787123382000
0.156000000000000	1.794995980942000	14.185652469650000
0.157000000000000	1.806701867843000	9.924374114136001
0.158000000000000	1.813246395145000	6.738563893186000
0.159000000000000	1.816944046122000	5.223596460257000
0.160000000000000	1.820293637687000	5.477378874620000
0.161000000000000	1.825571888502000	7.050406787563000
0.162000000000000	1.834086743574000	9.121868616883001
0.163000000000000	1.845622418431000	10.816655467037000
0.164000000000000	1.858627543982000	11.522711658127999
0.165000000000000	1.871164481413000	11.064956542852000
0.166000000000000	1.881971408637000	9.676014132029000
0.167000000000000	1.890426741877000	7.816447280063000
0.168000000000000	1.896337304908000	5.944076961112000
0.169000000000000	1.900345891238000	4.319164401831000
0.170000000000000	1.903519593980000	2.921432682755000
0.171000000000000	1.906152017269000	1.521612100566000
0.172000000000000	1.907579341036000	-0.141817067503000
0.173000000000000	1.907191098120000	-2.191788401658000
0.174000000000000	1.904688135683000	-4.515295608950000
0.175000000000000	1.899428262027000	-6.751856965893000
0.176000000000000	1.890993538820000	-8.394139236662999
0.177000000000000	1.880456864421000	-9.012378718597001
0.178000000000000	1.869969865828000	-8.504789564735001
0.179000000000000	1.861343687310000	-7.204686185623000
0.180000000000000	1.855479413859000	-5.753082351027000
0.181000000000000	1.851918902834000	-4.801092103276000
0.182000000000000	1.848629443902000	-4.725779609265000
0.183000000000000	1.843702735110000	-5.546451548373000
0.184000000000000	1.836954730619000	-7.067008380426000
0.185000000000000	1.828925044687000	-9.066317115740000
0.186000000000000	1.819231316443000	-11.357833047371001
0.187000000000000	1.806711287868000	-13.747838521309999
0.188000000000000	1.791012984949000	-16.044049597371000
0.189000000000000	1.773392455890000	-18.132579784661999
0.190000000000000	1.755209145167000	-19.967575452897002
0.191000000000000	1.735848012479000	-21.406388200363001
0.192000000000000	1.713589224059000	-22.095113254447998
0.193000000000000	1.689121493697000	-21.646485763840001
0.194000000000000	1.665975279672000	-20.012654713377000
0.195000000000000	1.646811187398000	-17.673533446958999
0.196000000000000	1.631692199108000	-15.428147360135000
0.197000000000000	1.619256938596000	-13.957579334612999
0.198000000000000	1.607245108690000	-13.489977292853000
0.199000000000000	1.593485357831000	-13.784441682653000
0.200000000000000	1.577937400961000	-14.413367542994999
0.201000000000000	1.562385103184000	-15.085975823574000
0.202000000000000	1.547854802056000	-15.715780535105999
0.203000000000000	1.533356987935000	-16.200700095685001
0.204000000000000	1.517405712610000	-16.194339266591001
0.205000000000000	1.500538915918000	-15.130095745948999
0.206000000000000	1.485368501640000	-12.449369648007000
0.207000000000000	1.474460618922000	-7.782372815978000
0.208000000000000	1.469582190990000	-0.956279045088000
0.209000000000000	1.472018625064000	8.049387192490000
0.210000000000000	1.483223697285000	19.020243010114999
0.211000000000000	1.506015751615000	31.303891248883001
0.212000000000000	1.543438341569000	43.729653680915000
0.213000000000000	1.595483959057000	54.883279264374998
0.214000000000000	1.658334715563000	63.638171254888000
0.215000000000000	1.727215413748000	69.553156994570003
0.216000000000000	1.798985127282000	72.856258761435996
0.217000000000000	1.871957734225000	74.097826680159997
0.218000000000000	1.945080621927000	73.762968694513006
0.219000000000000	2.017763997370000	72.068758369403000
0.220000000000000	2.089219459465000	69.016155252889007
0.221000000000000	2.157890623437000	64.637887153665005
0.222000000000000	2.221674485696000	59.283279313687999
0.223000000000000	2.278656183765000	53.739801831238999
0.224000000000000	2.328564108782000	49.069278826186000
0.225000000000000	2.373478697856000	46.221307903712002
0.226000000000000	2.416701532803000	45.645511194614002
0.227000000000000	2.461355223560000	47.118017791256001
0.228000000000000	2.509466013995000	49.846392938091000
0.229000000000000	2.561683240844000	52.770336177901001
0.230000000000000	2.617456975117000	54.922919345136002
0.231000000000000	2.674816716875000	55.718894100508997
0.232000000000000	2.731037605160000	55.044719255425001
0.233000000000000	2.784564295991000	53.099228377079001
0.234000000000000	2.835569443025000	50.115383613821002
0.235000000000000	2.884431377563000	46.220692052937999
0.236000000000000	2.930107009109000	41.568990889806003
0.237000000000000	2.970518058422000	36.589110091799000
0.238000000000000	3.004416057395000	32.054514895282999
0.239000000000000	3.032440018945000	28.826951148686000
0.240000000000000	3.057327350334000	27.412111289592001
0.241000000000000	3.082906293381000	27.644920920318999
0.242000000000000	3.111529125828000	28.755411585432000
0.243000000000000	3.142842925295000	29.786427436836000
0.244000000000000	3.174866572780000	30.069232988580001
0.245000000000000	3.205552595382000	29.449520282973999
0.246000000000000	3.234146758152000	28.186195391767001
0.247000000000000	3.261120033866000	26.686637504092001
0.248000000000000	3.286487626307000	25.275980027934001
0.249000000000000	3.309841659469000	24.048759045939999
0.250000000000000	3.332171528794000	22.779398735173000
0.251000000000000	3.354917955090000	20.972867610358001
0.252000000000000	3.376952014109000	18.143925120114002
0.253000000000000	3.395043486105000	14.175397151066001
0.254000000000000	3.407243724314000	9.460899743381001
0.255000000000000	3.413891679272000	4.746427391540000
0.256000000000000	3.415879724847000	0.851585720766000
0.257000000000000	3.413853689014000	-1.571167793443000
0.258000000000000	3.409592669596000	-2.233215245743000
0.259000000000000	3.406301634189000	-1.337299985311000
0.260000000000000	3.405959041929000	0.474149614383000
0.261000000000000	3.408134357195000	2.358282561817000
0.262000000000000	3.412067121942000	3.545894027803000
0.263000000000000	3.417269257099000	3.537850922383000
0.264000000000000	3.422023457055000	2.233027306033000
0.265000000000000	3.423896981946000	-0.036518972866000
0.266000000000000	3.421712321271000	-2.656485250718000
0.267000000000000	3.415972326945000	-5.055854072906000
0.268000000000000	3.408425689098000	-7.010675634991000
0.269000000000000	3.400864051234000	-8.692764937689001
0.270000000000000	3.392911381231000	-10.420478554831000
0.271000000000000	3.382444278273000	-12.342119536348999
0.272000000000000	3.368678161809000	-14.338542528348000
0.273000000000000	3.352805373201000	-16.169732697453998
0.274000000000000	3.335761331991000	-17.643861200812001
0.275000000000000	3.317450961845000	-18.660670892980999
0.276000000000000	3.298114274731000	-19.188001900395999
0.277000000000000	3.278506870430000	-19.261521265974999
0.278000000000000	3.259141638720000	-18.997680882886002
0.279000000000000	3.240512970327000	-18.568148752622999
